Date,Open,High,Low,Close,Volume,Adj Close
2011-12-30,642.020004,646.760011,642.020004,645.900032,3561000,323.273289
2011-12-29,641.490017,642.99998,635.199988,642.399995,3147600,321.521519
2011-12-28,642.749986,644.999993,638.099978,639.70,4250100,320.17017
2011-12-27,632.050004,644.490005,632.000005,640.249987,3209500,320.445439
2011-12-23,632.000005,634.68,630.559979,633.140038,2904400,316.886906
2011-12-22,627.949982,631.730011,627.010005,629.70,3640900,315.165165
2011-12-21,630.009992,631.820009,618.960018,625.820034,4990800,313.22324
2011-12-20,627.999981,631.840009,627.989981,630.369984,4771600,315.500492
2011-12-19,628.00998,628.500029,619.999993,621.830009,4282700,311.226231
2011-12-16,624.320009,629.320009,621.470018,625.96003,8909600,313.293308
2011-12-15,622.519992,624.000017,618.690025,619.540004,4812300,310.080082
2011-12-14,621.850009,624.320009,612.489993,618.069979,7799500,309.344334
2011-12-13,628.760023,636.560016,622.849984,625.630038,8048300,313.128147
2011-12-12,621.880008,626.180025,620.289986,625.389983,4363400,313.008
2011-12-09,617.999981,629.130014,617.010005,627.419995,5526800,314.024021
2011-12-08,621.040028,627.449994,615.299986,616.050028,4821300,308.333347
2011-12-07,621.680013,625.660038,618.099978,623.390032,4510000,312.007023
2011-12-06,622.989981,628.620026,620.239987,623.770023,4648300,312.197209
2011-12-05,627.639989,631.900007,622.399995,625.650038,6388600,313.138157
2011-12-02,617.050004,624.000017,616.260023,620.359984,8163200,310.490483
2011-12-01,599.999993,616.000029,599.000017,613.770023,7233900,307.192204
2011-11-30,597.949982,599.510005,592.090003,599.390008,6787200,299.994999
2011-11-29,587.879984,590.359984,581.330022,582.929983,3659900,291.756748
2011-11-28,579.370009,588.820022,576.500018,588.190037,5652100,294.389408
2011-11-25,565.189989,574.270011,561.330022,562.999981,3121600,281.781772
2011-11-23,575.349985,580.249987,570.109991,570.109991,4646900,285.340336
2011-11-22,579.999993,584.969994,575.239988,579.999993,4805700,290.290287
2011-11-21,587.759987,588.50003,572.090003,580.940031,5996500,290.760776
2011-11-18,602.000005,604.500005,593.750024,594.879996,6568800,297.737736
2011-11-17,610.049992,612.289998,596.780011,600.870033,6979600,300.735752
2011-11-16,612.080003,618.300034,610.609978,611.470018,5211700,306.04105
2011-11-15,612.799986,618.079979,610.499981,616.560016,5346600,308.588597
2011-11-14,607.999981,618.079979,607.779986,612.999981,6371000,306.806797
2011-11-11,601.300022,612.090003,598.600027,608.350033,7946000,304.479496
2011-11-10,605.930031,605.950031,591.560016,595.079991,5731000,297.837833
2011-11-09,604.260011,609.390008,598.660026,600.950031,7414500,300.775791
2011-11-08,609.000017,614.370008,603.600027,612.339997,6052700,306.476475
2011-11-07,593.320034,608.780023,592.23,608.330034,6708000,304.469486
2011-11-04,593.50003,599.739999,592.429995,596.140026,5663900,298.368382
2011-11-03,587.000005,597.499993,583.720024,597.499993,5334200,299.049046
2011-11-02,584.899996,587.959982,580.479982,584.819998,4237500,292.702702
2011-11-01,580.099991,585.509981,576.750012,578.650026,6243900,289.614628
2011-10-31,595.089991,599.690001,591.670013,592.63999,5110400,296.616611
2011-10-28,594.520005,602.299998,594.250011,600.13999,5010900,300.370365
2011-10-27,598.420032,602.699988,593.300035,598.670026,7553000,299.634647
2011-10-26,589.550004,590.179989,572.859985,586.310022,5740400,293.44846
2011-10-25,593.099979,594.999993,582.849985,583.159977,5075900,291.87186
2011-10-24,586.720012,599.969994,586.500018,596.420019,6846900,298.508518
2011-10-21,589.510005,592.749987,586.700013,590.489981,6775200,295.540531
2011-10-20,581.900008,588.89002,579.510005,583.670026,6751200,292.12714
2011-10-19,587.339997,592.060004,579.220012,580.700037,5857100,290.640659
2011-10-18,580.189989,592.559992,577.399996,590.509981,7593900,295.550541
2011-10-17,583.720024,591.83001,577.999981,582.409995,8008300,291.496494
2011-10-14,599.470006,599.600003,587.569992,591.680013,17042700,296.136143
2011-10-13,550.029993,559.000018,548.019981,558.990018,11363800,279.774784
2011-10-12,548.129978,555.229988,544.630003,548.50003,6349200,274.52454
2011-10-11,533.460031,546.800011,533.460031,543.179977,5701000,271.86185
2011-10-10,525.17999,537.469995,523.199977,537.170002,4639700,268.853855
2011-10-07,516.83001,520.499982,510.300017,515.119991,5706000,257.817813
2011-10-06,507.499994,515.229988,502.599992,514.710001,6841700,257.612613
2011-10-05,496.349992,507.800017,480.770006,504.700001,9059100,252.602603
2011-10-04,490.029994,503.440002,480.60001,501.900009,8309200,251.201206
2011-10-03,509.849998,512.000006,494.999994,495.520012,8939800,248.008014
2011-09-30,520.209989,524.000018,514.380009,515.039993,5441700,257.777774
2011-09-29,536.040029,537.299999,519.410008,527.499994,5807300,264.014011
2011-09-28,541.500018,544.020018,527.699989,528.840022,4522000,264.684696
2011-09-27,538.199977,547.050005,536.050029,539.34001,6015700,269.939945
2011-09-26,527.25,532.929983,513.250037,531.890009,5263100,266.211216
2011-09-23,516.560017,526.42002,514.500006,525.509982,5549000,263.018009
2011-09-22,526.250024,528.780024,514.000018,520.659978,8791700,260.59058
2011-09-21,547.689989,554.999994,538.860022,539.200013,5023500,269.869877
2011-09-20,549.400008,558.52003,542.66999,546.630015,5552600,273.588596
2011-09-19,540.349985,549.899996,535.379985,546.670014,4931800,273.608616
2011-09-16,544.799999,546.84001,543.139978,546.680014,7061500,273.61362
2011-09-15,535.499982,544.979994,534.560005,542.559992,5915600,271.551548
2011-09-14,532.589992,536.950007,525.820035,532.070004,5383400,266.301303
2011-09-13,532.000006,533.880021,523.400033,529.520006,4703600,265.025028
2011-09-12,517.959983,531.990006,517.499994,530.119991,5335400,265.325321
2011-09-09,531.400021,534.650002,521.190026,524.849998,6531000,262.687686
2011-09-08,533.800023,539.100016,531.900009,534.959995,4756200,267.747745
2011-09-07,530.449983,535.940032,527.399996,534.030018,5506000,267.282291
2011-09-06,510.800005,522.759988,510.500012,522.180002,5426100,261.351352
2011-09-02,524.470007,527.919984,520.730037,524.839998,4797500,262.682682
2011-09-01,540.750036,543.830022,531.220025,532.499994,4826100,266.516513
2011-08-31,544.74,546.300023,536.00003,540.960031,5381200,270.750766
2011-08-30,538.189977,542.989982,530.810035,540.699977,5972000,270.620609
2011-08-29,534.560005,539.450007,533.560029,539.080016,4666900,269.809818
2011-08-26,519.989994,530.449983,513.139978,526.86001,7185400,263.693698
2011-08-25,530.379985,537.269999,518.300035,520.039993,6579400,260.280277
2011-08-24,519.33001,529.999994,517.230001,523.290036,7181800,261.906925
2011-08-23,503.50,521.410021,499.060017,518.820023,8684900,259.669681
2011-08-22,504.000019,507.000006,494.530006,498.170008,9801900,249.334339
2011-08-19,499.34001,514.869997,490.860004,490.920002,10809100,245.705707
2011-08-18,523.470031,524.889997,500.490013,504.879997,12568800,252.692691
2011-08-17,540.029993,543.690026,530.770036,533.149978,8150000,266.841831
2011-08-16,552.429995,552.439995,530.299987,539.000018,13864900,269.769779
2011-08-15,553.430032,564.989994,546.050029,557.23,14275500,278.893894
2011-08-12,569.500006,570.499981,560.399984,563.770024,6302200,282.167179
2011-08-11,553.820022,568.50003,548.410032,562.130003,9651500,281.346348
2011-08-10,561.380021,564.120015,547.729988,549.010018,10728400,274.779789
2011-08-09,561.00003,574.610003,541.01003,573.410032,12926400,286.992008
2011-08-08,562.979982,569.000018,544.35001,546.02003,14978200,273.283298
2011-08-05,582.539992,589.999993,562.000006,579.040017,11846300,289.809818
2011-08-04,594.500005,598.850021,577.469994,577.519993,9819300,289.049045
2011-08-03,594.270011,602.999981,583.630027,601.170026,7643700,300.885899
2011-08-02,606.00003,609.670001,591.570016,592.399996,6394700,296.496494
2011-08-01,611.220024,615.499981,599.180013,606.770011,7924200,303.688694
2011-07-29,604.230012,614.959994,603.690025,603.690025,8266500,302.14716
2011-07-28,605.189988,615.98003,602.999981,610.940031,6210500,305.775791
2011-07-27,617.180001,620.950031,604.749999,607.22,7860900,303.913914
2011-07-26,618.049979,627.499993,617.22,622.519992,4681100,311.571568
2011-07-25,613.360033,625.409983,612.999981,618.980018,6256900,309.799809
2011-07-22,605.389984,619.500005,604.270011,618.230036,7049300,309.424442
2011-07-21,594.030017,608.059979,594.010017,606.990005,6932000,303.798802
2011-07-20,602.180001,602.829985,595.349985,595.349985,4451100,297.972965
2011-07-19,596.140026,604.680001,595.52998,602.549992,5929000,301.576572
2011-07-18,592.489993,602.050004,592.000005,594.939995,8927600,297.767765
2011-07-15,597.499993,600.249987,588.159977,597.61999,27436700,299.109104
2011-07-14,539.120015,542.000006,526.730013,528.94002,13285700,264.734745
2011-07-13,537.000006,544.000018,536.480019,538.260036,5574800,269.399418
2011-07-12,528.159978,539.420008,526.000031,534.010018,5676700,267.272281
2011-07-11,528.179977,535.980031,525.499982,527.279999,5672900,263.903904
2011-07-08,532.949983,537.64999,527.27,531.990006,9530800,266.261264
2011-07-07,541.00003,550.679977,535.880033,546.600016,7863100,273.573581
2011-07-06,533.50003,538.51003,533.039981,535.359985,5385800,267.94794
2011-07-05,525.299987,535.399984,525.299987,532.439995,7690700,266.486484
2011-07-01,506.740013,521.180026,506.380021,521.03003,7266100,260.775791
2011-06-30,501.990007,506.670014,501.500019,506.380021,4851900,253.443454
2011-06-29,496.540018,500.250019,492.379997,497.569993,4681300,249.03403
2011-06-28,484.020018,496.209995,484.020018,493.649997,5424700,247.07207
